Temperature_C;Humidity_pct;Soil_moisture_pct;Reference_ET_mm;Evapotranspiration_mm;Crop_Coefficient;Crop_stage;Nitrogen_mg_kg;Phosphorus_mg_kg;Potassium_mg_kg;Solar_Radiation_ghi;Wind_Speed;Days_planted;pH;Irrigation;Fertilization;Energy
24.14;63.64;20.28;2.86;3.75;1.3;Mid stage;67;91;102;188.56;3.8;45;5.95;SI;SI;NO
31.84;70.7;62.17;7.97;5.87;1.01;Mid stage;97;61;101;717.92;2.46;45;5.7;NO;SI;SI
19.43;84.3;55.7;1.7;2.85;1.35;Mid stage;81;57;80;320.78;1.07;45;6.18;SI;SI;SI
20.92;60.77;67.93;1.87;1.14;0.89;Mid stage;113;55;110;106.17;2.26;45;3.96;NO;SI;SI
20.26;85.69;57.92;3.27;6.37;1.45;Mid stage;99;71;99;566.93;1.49;45;5.82;SI;SI;SI
27.14;90.03;45.79;1.71;2.78;1.4;Mid stage;78;62;128;730.58;2.62;45;6.66;SI;NO;SI
21.55;75.87;65.2;5.33;2.77;0.8;Mid stage;95;61;99;161.61;1.23;45;3.19;NO;SI;NO
24.53;75.2;49.95;1.07;8.7;1.07;Mid stage;86;104;98;642.32;2.51;45;5.57;SI;SI;NO
21.42;69.75;29.99;3.1;3.86;0.99;Mid stage;101;59;130;300.2;3.64;45;6.68;SI;NO;NO
20.23;60.18;22.18;7.37;9.03;1.34;Mid stage;60;41;138;427.81;2.65;45;6.31;SI;NO;SI
19.55;66.52;47.05;9.29;7.31;0.93;Mid stage;62;86;57;440.08;3.03;45;6.62;SI;SI;SI
27.19;94.3;54.7;1.03;7.64;0.99;Mid stage;91;94;110;700.39;1.77;45;4.46;SI;SI;SI
19.93;90.36;59.8;2.88;2.72;0.85;Mid stage;96;83;127;256.5;1.77;45;6.4;SI;NO;SI
20.75;69.33;28.55;9.3;0.06;0.98;Mid stage;93;69;139;339.77;3.97;45;2.54;SI;SI;SI
23.16;93.73;64.32;9.05;1.09;0.93;Mid stage;66;97;54;700.53;3.86;45;4.68;NO;SI;SI
29.49;72.87;45.52;3.45;3.49;1.45;Mid stage;101;62;110;129.72;3.86;45;2.85;SI;SI;SI
19.36;70.42;53.94;8.17;2.0;1.36;Mid stage;73;68;76;162.39;2.78;45;6.83;SI;SI;SI
29.73;65.35;58.87;4.06;2.22;1.46;Mid stage;93;89;55;356.54;2.56;45;6.56;SI;SI;SI
19.35;91.56;66.01;6.31;8.68;0.99;Mid stage;84;90;66;643.69;4.03;45;5.89;NO;SI;SI
31.67;94.54;28.82;8.18;3.22;0.95;Mid stage;98;49;64;44.95;3.41;45;5.82;SI;SI;SI
24.56;71.46;34.76;6.13;4.96;1.2;Mid stage;94;74;42;145.14;1.73;45;2.38;SI;SI;NO
31.67;84.62;64.2;5.12;5.73;1.25;Mid stage;80;76;103;95.41;1.72;45;6.35;NO;NO;SI
26.47;71.74;60.4;4.55;3.01;1.45;Mid stage;76;81;78;699.35;1.18;45;4.47;NO;SI;NO
28.35;63.67;35.15;6.91;2.19;1.24;Mid stage;74;93;66;363.81;2.93;45;5.52;SI;SI;SI
18.55;73.74;39.11;1.01;7.17;0.97;Mid stage;74;55;114;426.04;1.06;45;4.62;SI;SI;SI
21.96;79.3;53.6;4.63;1.55;1.12;Mid stage;80;45;87;719.94;1.76;45;3.54;SI;SI;NO
19.68;64.31;15.55;4.27;5.86;1.07;Mid stage;72;79;78;593.02;3.36;45;4.71;SI;SI;SI
22.15;88.64;33.3;3.98;9.0;0.88;Mid stage;80;73;132;82.66;1.94;45;4.22;SI;SI;SI
19.66;77.41;23.96;2.2;7.54;1.04;Mid stage;76;77;124;261.13;2.85;45;6.9;SI;SI;SI
22.45;68.2;42.09;9.16;3.82;1.2;Mid stage;112;65;80;144.38;3.44;45;6.56;SI;SI;NO
23.8;80.75;56.78;2.54;0.61;1.14;Mid stage;105;68;67;24.5;4.06;45;6.97;SI;SI;SI
18.9;87.76;19.54;6.1;5.3;0.91;Mid stage;88;66;69;332.37;3.81;50;5.04;SI;SI;SI
27.69;71.47;69.23;8.6;0.59;0.95;Mid stage;74;60;59;701.88;3.0;50;6.62;NO;SI;NO
25.93;84.55;39.09;2.93;2.81;1.46;Mid stage;97;47;64;317.68;1.47;50;5.62;SI;SI;SI
21.72;74.98;56.84;5.54;0.45;0.93;Mid stage;81;42;126;495.58;1.17;50;2.57;SI;SI;NO
25.33;93.74;32.44;4.43;6.97;1.17;Mid stage;69;85;51;178.58;4.16;50;5.07;SI;SI;SI
19.32;86.98;40.31;8.1;2.1;1.48;Mid stage;104;48;115;252.01;3.53;50;4.1;SI;SI;SI
26.06;72.47;67.96;9.01;3.6;1.33;Mid stage;96;81;82;271.69;3.08;50;6.28;NO;SI;NO
31.01;60.62;52.04;4.44;1.42;1.32;Mid stage;82;54;133;382.12;1.94;50;5.48;SI;SI;SI
22.46;83.01;13.49;4.11;1.44;1.31;Mid stage;82;44;104;656.03;1.69;50;4.76;SI;SI;SI
27.34;66.93;25.46;0.07;0.16;1.47;Mid stage;66;74;132;28.56;2.55;50;5.77;SI;SI;NO
19.85;64.27;27.04;4.88;4.97;1.44;Mid stage;107;57;116;480.01;4.12;50;3.01;SI;SI;SI
28.03;92.61;67.62;4.1;4.08;1.11;Mid stage;85;46;83;318.43;2.08;50;5.8;NO;SI;SI
22.05;95.0;56.64;6.19;5.6;0.93;Mid stage;66;60;131;5.58;1.25;50;4.44;SI;SI;SI
20.56;69.45;51.36;3.98;8.83;0.95;Mid stage;76;56;133;54.68;2.48;50;4.69;SI;SI;SI
26.21;70.56;16.04;8.29;5.47;1.45;Mid stage;69;69;112;306.45;3.94;50;3.05;SI;SI;NO
18.28;65.77;58.62;8.34;2.04;1.49;Mid stage;116;81;69;121.76;1.8;50;4.44;SI;SI;SI
29.61;76.02;22.54;8.31;2.4;1.49;Mid stage;113;62;48;204.75;2.65;50;2.64;SI;SI;SI
18.07;90.3;20.63;8.7;0.02;1.01;Mid stage;96;56;134;311.4;1.58;50;4.5;SI;SI;SI
27.49;84.55;62.39;5.98;6.99;0.84;Mid stage;65;45;137;743.29;3.83;50;6.3;NO;NO;SI
21.78;89.62;12.29;0.9;4.48;1.21;Mid stage;96;66;51;447.28;3.72;50;4.57;SI;SI;SI
28.29;68.0;15.67;2.96;0.1;1.42;Mid stage;93;76;108;22.48;2.8;50;4.44;SI;SI;SI
31.47;85.57;65.33;1.01;7.86;1.31;Mid stage;107;79;59;701.98;3.62;50;5.79;NO;SI;SI
21.48;92.15;26.59;4.43;3.57;1.18;Mid stage;81;52;99;556.01;2.94;50;2.21;SI;SI;SI
26.07;69.85;56.91;5.84;0.55;0.98;Mid stage;107;78;82;382.62;3.15;50;2.4;SI;SI;NO
26.29;84.17;50.12;1.84;8.77;0.81;Mid stage;118;108;108;473.39;2.39;50;6.18;SI;SI;SI
26.01;74.02;18.51;3.95;5.26;1.26;Mid stage;86;87;115;498.1;3.52;50;2.26;SI;SI;NO
21.12;70.16;58.11;1.02;4.58;1.3;Mid stage;118;59;127;174.85;3.44;50;5.06;SI;SI;NO
31.34;93.94;24.03;3.39;0.82;0.95;Mid stage;63;95;63;238.48;3.18;50;4.72;SI;SI;SI
24.26;72.2;52.34;8.48;8.06;1.34;Mid stage;69;109;107;496.23;3.06;50;4.21;SI;SI;NO
29.85;63.77;34.09;8.36;4.11;1.08;Mid stage;68;102;92;404.39;1.94;50;3.96;SI;SI;SI
27.79;73.6;43.6;4.59;6.15;1.42;Mid stage;64;53;122;457.62;1.63;50;4.44;SI;SI;NO
22.16;75.67;66.88;0.67;6.1;1.33;Mid stage;65;98;91;733.83;1.31;50;6.39;NO;SI;NO
29.39;86.33;27.03;1.66;2.68;0.87;Mid stage;75;70;119;368.22;3.77;50;4.98;SI;SI;SI
23.55;93.25;29.46;9.29;0.15;1.19;Mid stage;99;57;111;130.96;2.87;50;5.81;SI;SI;SI
30.34;88.6;28.97;6.84;5.12;0.91;Mid stage;63;69;108;120.37;3.75;50;5.61;SI;SI;SI
26.14;92.58;33.46;3.88;3.34;1.2;Mid stage;104;73;121;22.9;2.15;50;3.4;SI;SI;SI
30.34;76.63;45.44;9.42;7.41;1.2;Mid stage;76;102;71;91.92;1.47;50;2.08;SI;SI;SI
27.7;85.18;58.42;0.01;0.68;1.01;Mid stage;111;104;129;582.94;2.25;55;4.43;SI;SI;SI
28.15;70.82;63.8;0.46;6.38;1.22;Mid stage;119;106;81;111.98;1.0;55;4.76;NO;SI;SI
25.02;62.44;15.55;4.0;8.35;0.89;Mid stage;94;77;129;180.97;4.02;55;4.84;SI;SI;NO
31.39;72.79;49.71;2.22;8.62;1.37;Mid stage;91;44;78;336.56;1.79;55;5.08;SI;SI;SI
27.02;84.43;46.36;1.93;4.21;1.36;Mid stage;114;50;115;448.27;3.93;55;6.27;SI;NO;SI
23.93;69.61;46.85;0.0;6.08;1.27;Mid stage;69;88;99;256.6;1.5;55;3.13;SI;SI;NO
26.49;90.15;58.01;0.41;8.77;0.89;Mid stage;107;108;123;131.47;2.23;55;4.73;SI;SI;SI
18.27;87.68;66.4;6.85;7.68;1.26;Mid stage;96;59;121;639.69;4.2;55;4.53;NO;SI;SI
22.22;66.79;55.4;3.42;5.89;1.06;Mid stage;90;94;62;445.32;2.04;55;6.97;SI;SI;NO
27.24;71.58;21.95;1.48;3.96;1.18;Mid stage;69;89;48;84.55;3.05;55;2.08;SI;SI;NO
22.06;88.89;67.37;8.82;6.69;1.09;Mid stage;98;106;105;248.37;3.36;55;3.81;NO;SI;SI
26.65;68.54;62.18;5.27;5.36;1.32;Mid stage;92;64;49;118.04;2.48;55;2.53;NO;SI;NO
24.0;71.61;29.38;2.03;2.18;0.83;Mid stage;62;105;93;686.18;3.07;55;3.39;SI;SI;NO
19.9;72.01;19.09;1.78;6.79;0.91;Mid stage;117;53;107;46.83;3.18;55;4.43;SI;SI;SI
22.18;88.04;58.75;9.01;1.17;1.1;Mid stage;71;101;77;639.97;1.47;55;6.18;SI;SI;SI
25.98;61.3;68.63;6.13;7.31;1.22;Mid stage;106;78;129;682.41;4.09;55;2.92;NO;SI;NO
26.27;62.58;19.39;5.54;3.56;0.82;Mid stage;114;86;132;542.2;2.48;55;6.28;SI;NO;NO
26.04;80.25;49.78;0.49;8.56;1.34;Mid stage;111;41;129;288.46;2.63;55;4.27;SI;SI;SI
27.14;73.9;12.57;8.19;5.85;0.94;Mid stage;84;108;103;18.33;2.93;55;4.49;SI;SI;NO
27.13;82.15;14.06;6.06;0.45;0.85;Mid stage;84;72;130;649.84;3.68;55;5.02;SI;SI;SI
24.04;69.33;57.54;1.32;2.44;1.29;Mid stage;119;97;125;710.99;3.26;55;5.75;SI;SI;NO
30.55;91.84;59.3;7.73;9.19;0.92;Mid stage;115;41;71;422.32;1.02;55;6.16;SI;SI;SI
23.15;86.63;32.26;2.95;4.87;0.85;Mid stage;101;100;58;33.52;3.81;55;6.03;SI;SI;SI
24.1;62.37;37.98;1.07;6.65;0.84;Mid stage;109;69;79;48.9;2.99;55;4.94;SI;SI;NO
30.49;87.44;57.21;9.08;1.9;1.19;Mid stage;87;69;114;233.7;3.63;55;3.17;SI;SI;SI
29.29;93.94;61.75;5.92;4.07;1.16;Mid stage;73;54;62;686.69;1.75;55;5.21;NO;SI;SI
27.85;92.99;28.01;1.01;3.12;1.16;Mid stage;103;101;109;232.45;2.81;55;4.71;SI;SI;SI
19.4;85.74;57.49;0.85;7.77;1.21;Mid stage;103;49;108;374.94;3.25;55;2.66;SI;SI;SI
30.87;64.33;23.65;2.1;2.58;1.29;Mid stage;107;66;137;677.32;2.47;55;2.24;SI;SI;SI
28.0;80.16;37.95;6.83;2.91;1.09;Mid stage;64;45;133;338.33;3.49;55;4.6;SI;SI;SI
31.98;69.95;53.7;1.62;8.2;1.08;Mid stage;78;51;84;320.23;1.11;55;2.7;SI;SI;SI
20.09;93.96;51.78;1.02;1.55;1.11;Mid stage;65;50;94;303.63;3.95;55;6.5;SI;SI;SI
30.15;85.11;41.13;1.19;0.56;1.41;Mid stage;66;66;60;523.82;2.5;55;4.68;SI;SI;SI
20.27;81.38;50.85;6.74;3.57;1.35;Mid stage;72;45;109;557.27;3.69;55;6.88;SI;SI;SI
26.62;84.33;14.93;2.12;5.96;1.33;Mid stage;96;104;55;390.59;3.72;55;5.02;SI;SI;SI
19.73;75.33;28.72;0.67;7.17;0.98;Mid stage;103;57;76;514.88;3.39;55;2.27;SI;SI;SI
29.87;73.05;24.54;1.04;0.9;0.84;Mid stage;70;93;69;365.93;2.28;55;5.46;SI;SI;SI
29.3;92.75;16.74;5.28;3.81;0.82;Mid stage;107;75;118;154.87;3.39;55;3.64;SI;SI;SI
25.97;71.62;24.05;5.89;5.39;1.27;Mid stage;103;40;89;157.81;3.44;55;2.03;SI;SI;NO
23.7;61.45;61.88;4.88;7.54;1.49;Mid stage;119;93;81;299.67;3.89;55;4.5;NO;SI;NO
18.97;74.03;63.98;5.9;7.07;1.32;Mid stage;116;78;136;219.94;3.24;55;2.02;NO;SI;SI
27.76;87.66;42.92;2.97;4.55;1.04;Mid stage;94;78;130;252.72;1.51;55;3.49;SI;SI;SI
24.35;82.7;40.1;7.65;2.56;0.85;Mid stage;93;40;104;495.96;3.55;55;4.34;SI;SI;SI
28.11;93.68;38.86;7.81;2.27;1.13;Mid stage;79;109;65;262.66;2.94;55;5.28;SI;SI;SI
30.13;63.72;67.63;5.73;7.82;1.25;Mid stage;78;59;66;433.28;2.38;55;5.2;NO;SI;SI
31.66;91.9;66.57;9.46;0.7;1.12;Mid stage;73;89;55;298.89;4.03;55;3.41;NO;SI;SI
29.98;72.91;24.56;7.27;5.32;1.37;Mid stage;100;45;46;281.83;1.33;55;6.6;SI;SI;SI
18.16;76.59;17.51;5.43;4.41;0.93;Mid stage;113;94;76;240.81;2.41;55;5.45;SI;SI;SI
23.04;75.0;15.15;9.26;4.43;1.42;Mid stage;77;63;55;335.12;3.96;55;4.45;SI;SI;NO
28.22;64.08;32.74;0.64;7.25;1.28;Mid stage;113;97;47;438.9;1.13;55;3.67;SI;SI;SI
20.4;68.67;36.22;8.45;1.38;1.48;Mid stage;117;49;76;104.79;1.41;55;6.23;SI;SI;SI
25.29;85.98;26.37;8.83;8.9;1.01;Mid stage;98;56;111;202.27;2.77;55;5.79;SI;SI;SI
18.76;60.81;65.37;9.3;2.84;1.35;Mid stage;61;60;133;406.28;2.51;55;3.52;NO;SI;SI
20.8;64.69;60.56;5.38;7.44;1.03;Mid stage;70;95;137;729.2;2.15;55;6.12;NO;SI;SI
18.26;60.88;55.18;8.48;0.15;1.17;Mid stage;71;101;110;332.29;3.07;55;3.78;SI;SI;SI
29.11;90.01;40.07;1.08;6.84;1.0;Mid stage;115;75;62;350.93;2.73;55;6.61;SI;SI;SI
21.13;81.61;63.42;8.7;6.08;0.87;Mid stage;76;91;65;303.23;3.53;55;4.01;NO;SI;SI
22.83;65.95;66.82;4.38;0.72;0.89;Mid stage;107;93;139;494.84;2.09;55;4.23;NO;SI;NO
30.99;86.91;63.49;0.79;8.99;1.06;Mid stage;81;88;78;559.58;2.1;55;5.72;NO;SI;SI
27.86;93.84;27.16;3.22;6.15;0.81;Mid stage;79;57;113;429.34;2.58;55;4.12;SI;SI;SI
18.45;92.71;62.13;7.24;4.65;1.46;Mid stage;91;53;113;250.69;2.84;55;6.56;NO;NO;SI
20.31;92.25;32.32;5.7;6.29;1.17;Mid stage;110;96;104;211.93;3.93;55;4.68;SI;SI;SI
26.7;60.27;19.15;7.29;6.83;1.07;Mid stage;102;106;72;458.45;1.76;55;2.02;SI;SI;NO
26.08;80.62;55.13;4.56;4.15;1.46;Mid stage;69;68;84;21.91;2.89;55;4.71;SI;SI;SI
21.33;68.98;58.92;1.7;2.07;1.31;Mid stage;97;44;77;470.27;1.64;55;5.38;SI;SI;NO
31.08;79.76;69.23;4.64;1.97;1.02;Mid stage;105;49;132;346.0;2.28;55;2.36;NO;SI;SI
26.6;71.13;39.9;5.26;2.07;1.22;Mid stage;82;96;114;471.58;1.5;55;2.14;SI;SI;NO
25.5;65.38;26.56;0.75;6.83;1.19;Mid stage;79;85;62;442.09;2.27;55;3.11;SI;SI;NO
26.26;75.56;15.79;3.14;3.15;1.09;Mid stage;60;60;112;347.12;3.9;55;4.29;SI;SI;NO
28.22;77.33;35.97;7.11;6.83;0.8;Mid stage;66;89;109;401.46;3.45;55;3.92;SI;SI;SI
22.37;94.64;45.49;2.58;1.18;1.4;Mid stage;62;49;121;702.38;1.32;55;2.07;SI;SI;SI
23.58;61.48;40.8;8.42;6.05;1.19;Mid stage;111;79;59;217.63;2.16;55;2.79;SI;SI;NO
20.94;70.54;21.44;7.95;3.97;0.88;Mid stage;102;83;96;337.93;3.37;55;5.84;SI;SI;SI
20.61;89.82;33.55;1.3;5.35;0.96;Mid stage;115;47;67;338.46;4.06;55;6.48;SI;SI;SI
31.22;83.09;65.24;6.52;2.42;1.03;Mid stage;108;109;90;507.44;2.82;55;3.44;NO;SI;SI
28.35;88.93;38.64;0.98;6.28;1.03;Mid stage;61;71;124;505.65;1.66;55;3.34;SI;SI;SI
24.87;83.11;41.71;1.07;7.13;0.97;Mid stage;69;93;118;35.56;3.68;55;2.85;SI;SI;SI
21.18;86.58;39.37;3.74;3.72;0.8;Mid stage;109;66;126;130.77;2.38;55;5.96;SI;SI;SI
21.56;77.25;34.31;2.33;3.21;0.84;Mid stage;83;98;126;302.4;3.92;55;2.19;SI;SI;NO
18.81;67.17;15.52;5.54;2.1;1.2;Mid stage;83;64;53;65.61;3.97;55;3.42;SI;SI;SI
24.08;88.35;25.29;1.35;7.69;1.18;Mid stage;97;52;46;164.78;2.14;55;5.15;SI;SI;SI
22.37;79.87;41.0;7.16;4.21;1.3;Mid stage;87;73;135;553.94;1.96;55;4.37;SI;SI;NO
27.75;64.88;45.9;8.04;0.68;1.22;Mid stage;88;61;71;195.85;1.75;55;5.09;SI;SI;NO
23.29;88.17;39.73;9.45;5.58;0.93;Mid stage;119;87;48;407.83;2.34;55;4.81;SI;SI;SI
20.51;93.55;33.11;9.78;1.32;1.18;Mid stage;97;77;114;392.44;1.56;55;5.99;SI;SI;SI
18.35;72.12;58.6;3.41;1.54;1.33;Mid stage;97;51;56;246.52;4.09;55;5.72;SI;SI;SI
18.94;70.27;52.3;0.39;2.37;0.81;Mid stage;99;83;109;720.51;2.6;55;6.95;SI;SI;SI
27.51;62.86;66.83;1.07;7.72;1.2;Mid stage;101;83;120;73.5;3.0;55;4.53;NO;SI;NO
24.35;83.26;13.61;4.78;2.92;1.28;Mid stage;107;108;112;283.04;1.15;55;4.37;SI;SI;SI
25.51;93.56;55.16;0.45;0.8;0.85;Mid stage;62;82;114;428.83;2.42;55;6.16;SI;SI;SI
30.55;64.76;15.56;1.02;5.67;1.02;Mid stage;83;109;105;127.17;2.25;55;2.58;SI;SI;SI
31.86;76.98;28.88;2.07;6.38;0.92;Mid stage;111;56;46;715.21;3.26;55;4.01;SI;SI;SI
21.04;63.44;65.19;5.22;2.53;1.2;Mid stage;94;60;52;208.12;1.92;55;4.8;NO;SI;NO
27.28;61.19;56.97;5.34;4.43;1.38;Mid stage;60;83;104;406.81;3.42;55;5.48;SI;SI;NO
21.69;83.26;50.4;8.17;4.09;1.39;Mid stage;96;42;108;519.83;2.65;55;2.25;SI;SI;SI
18.29;90.37;35.18;4.8;5.77;0.91;Mid stage;63;48;103;514.97;2.5;55;6.02;SI;SI;SI
28.62;71.81;14.89;9.5;3.02;1.28;Mid stage;104;93;97;106.76;1.32;55;4.02;SI;SI;SI
22.48;90.65;27.1;7.38;8.57;1.24;Mid stage;60;94;101;559.07;2.83;55;5.6;SI;SI;SI
23.37;64.1;39.89;1.02;5.75;0.96;Mid stage;115;45;103;155.53;2.52;55;4.11;SI;SI;NO
26.24;68.33;36.52;2.89;8.94;0.97;Mid stage;85;95;77;590.61;2.35;55;5.99;SI;SI;NO
29.63;91.56;38.57;8.94;7.21;1.22;Mid stage;87;108;42;144.84;2.67;55;5.98;SI;SI;SI
26.81;77.8;13.76;1.29;4.6;0.87;Mid stage;96;43;83;302.11;3.52;55;3.9;SI;SI;NO
30.22;81.29;48.72;8.82;1.49;1.0;Mid stage;108;108;135;262.77;4.12;55;2.58;SI;SI;SI
21.83;61.33;38.16;9.34;5.85;1.27;Mid stage;61;81;45;496.01;4.01;55;4.43;SI;SI;NO
29.17;64.49;12.97;4.48;1.37;0.85;Mid stage;116;56;97;137.44;1.48;55;2.19;SI;SI;SI
20.6;61.95;66.47;7.7;3.66;1.48;Mid stage;67;67;58;329.33;4.17;55;4.27;NO;SI;SI
31.34;91.68;23.47;1.07;0.44;1.31;Mid stage;93;98;47;738.55;3.29;55;5.8;SI;SI;SI
27.62;64.72;21.84;2.04;4.46;1.22;Mid stage;88;61;138;636.66;3.59;55;2.53;SI;SI;NO
21.02;89.74;55.8;6.8;2.24;1.18;Mid stage;96;81;91;360.85;3.57;55;5.45;SI;SI;SI
31.26;72.29;32.22;0.53;2.17;1.24;Mid stage;105;100;117;182.02;1.11;55;4.91;SI;SI;SI
28.23;88.02;47.47;3.73;4.98;1.35;Mid stage;98;83;101;581.67;2.39;55;2.02;SI;SI;SI
21.56;72.78;12.35;1.56;4.07;0.89;Mid stage;100;56;94;726.9;3.22;55;6.8;SI;SI;NO
20.99;69.37;37.02;5.91;5.84;1.16;Mid stage;97;43;59;291.39;3.89;55;5.21;SI;SI;SI
25.25;63.28;13.44;6.64;4.66;0.84;Mid stage;95;95;139;236.8;2.29;55;2.91;SI;SI;NO
18.36;69.82;24.16;1.09;1.04;1.31;Mid stage;77;93;59;138.76;1.85;55;2.89;SI;SI;SI
20.9;76.5;23.29;1.06;8.93;1.21;Mid stage;119;44;122;544.89;1.37;55;6.32;SI;NO;SI
23.95;88.61;68.31;9.71;6.66;1.26;Mid stage;86;95;135;435.19;3.2;55;3.16;NO;SI;SI
23.24;75.84;29.54;6.25;3.28;1.46;Mid stage;113;62;55;628.47;4.15;55;4.38;SI;SI;NO
24.49;94.0;60.68;9.75;7.56;1.11;Mid stage;110;94;125;198.98;2.22;55;6.26;NO;NO;SI
21.89;78.96;36.4;3.91;9.29;1.02;Mid stage;73;90;89;109.15;4.03;55;5.62;SI;SI;NO
26.21;60.87;62.0;2.22;7.9;1.07;Mid stage;90;64;59;102.71;1.42;55;5.85;NO;SI;NO
30.09;74.54;50.44;5.79;5.93;1.43;Mid stage;79;43;102;126.51;1.63;55;6.32;SI;NO;SI
19.65;84.11;12.41;5.85;7.44;1.2;Mid stage;80;106;60;489.1;1.03;55;5.35;SI;SI;SI
25.24;68.2;18.47;1.0;3.94;1.49;Mid stage;106;72;75;137.09;3.67;55;3.87;SI;SI;NO
19.85;84.45;13.82;7.3;5.37;1.47;Mid stage;72;103;89;732.78;2.54;55;5.03;SI;SI;SI
28.04;77.63;17.25;9.41;5.62;1.22;Mid stage;109;60;50;490.52;2.72;55;4.43;SI;SI;SI
23.54;60.9;24.78;6.69;0.07;1.05;Mid stage;104;53;79;34.48;2.61;55;4.77;SI;SI;NO
25.92;87.1;57.56;1.03;5.94;1.43;Mid stage;101;76;52;646.68;2.15;55;5.68;SI;SI;SI
20.57;79.61;54.55;8.2;5.8;1.11;Mid stage;111;60;53;383.54;2.86;55;5.14;SI;SI;SI
20.03;62.89;26.19;4.04;7.39;1.3;Mid stage;70;97;60;314.52;2.91;55;3.3;SI;SI;SI
24.83;76.63;34.65;6.99;1.95;1.13;Mid stage;105;74;102;536.78;1.04;55;4.94;SI;SI;NO
22.98;70.06;61.85;4.07;8.64;0.86;Mid stage;114;43;99;348.91;4.19;55;5.53;NO;SI;NO
31.17;90.79;16.2;1.01;3.88;1.44;Mid stage;105;100;90;215.19;2.19;55;3.77;SI;SI;SI
28.71;69.97;44.76;2.26;0.26;0.85;Mid stage;80;93;102;162.15;2.78;55;3.42;SI;SI;SI
28.48;92.96;18.67;6.11;4.41;1.15;Mid stage;87;97;109;421.9;2.23;55;6.71;SI;NO;SI
30.65;79.11;69.66;5.59;0.85;1.24;Mid stage;83;41;124;505.42;3.67;55;2.9;NO;SI;SI
19.17;71.33;37.62;2.1;8.27;1.47;Mid stage;94;81;99;269.57;2.64;55;4.0;SI;SI;SI
25.73;88.47;65.09;4.72;7.36;0.92;Mid stage;94;59;133;379.26;1.11;55;4.38;NO;SI;SI
26.18;84.41;20.87;3.27;0.2;1.0;Mid stage;77;87;85;459.93;1.37;55;6.3;SI;SI;SI
31.47;74.49;69.44;0.74;2.58;1.13;Mid stage;98;102;110;518.79;2.95;55;6.6;NO;NO;SI
22.09;82.04;15.44;8.29;0.07;1.4;Mid stage;88;83;98;723.51;3.54;55;4.75;SI;SI;SI
21.37;87.25;15.42;8.49;5.87;0.81;Mid stage;60;97;129;489.84;2.85;55;4.85;SI;SI;SI
19.4;89.8;59.75;4.34;2.22;1.34;Mid stage;118;51;76;86.65;1.65;55;2.24;SI;SI;SI
18.23;88.57;57.04;2.11;7.82;1.2;Mid stage;117;85;85;417.47;1.84;55;3.66;SI;SI;SI
31.01;65.81;26.38;3.24;8.14;1.41;Mid stage;104;60;107;529.84;2.72;55;3.99;SI;SI;SI
27.38;88.99;26.32;5.89;5.72;0.9;Mid stage;111;69;61;237.72;3.41;55;4.91;SI;SI;SI
28.99;62.05;39.41;6.77;8.86;1.4;Mid stage;99;82;110;665.19;1.84;55;5.56;SI;SI;SI
21.94;67.01;66.73;8.75;4.97;1.36;Mid stage;75;90;110;514.29;1.16;55;5.86;NO;SI;NO
26.21;81.8;48.3;7.92;0.77;1.35;Mid stage;95;51;132;22.17;4.04;55;3.18;SI;SI;SI
18.9;64.01;60.29;1.93;2.74;1.46;Mid stage;71;58;81;259.51;1.65;55;2.61;NO;SI;SI
24.8;81.12;62.29;8.19;8.57;1.13;Mid stage;82;58;78;164.25;3.89;55;3.83;NO;SI;SI
31.68;70.78;19.8;1.28;3.27;1.07;Mid stage;116;59;48;507.6;4.07;55;5.44;SI;SI;SI
30.27;75.03;45.57;1.01;9.05;1.24;Mid stage;73;104;124;531.69;2.24;55;6.91;SI;SI;SI
22.73;71.03;69.24;7.59;0.14;0.87;Mid stage;101;50;56;100.03;3.97;55;4.2;NO;SI;NO
31.46;62.46;17.55;1.24;5.7;1.27;Mid stage;97;55;40;496.73;1.13;62;3.59;SI;SI;SI
21.24;77.53;37.73;9.2;6.82;1.04;Mid stage;115;75;79;310.63;4.1;62;4.87;SI;SI;NO
31.29;93.73;56.36;7.47;5.02;1.09;Mid stage;68;59;109;171.79;2.51;62;5.99;SI;SI;SI
31.18;81.41;69.4;7.83;4.23;0.95;Mid stage;61;62;126;480.4;3.41;62;2.77;NO;SI;SI
29.19;70.5;18.94;5.37;7.06;1.41;Mid stage;99;103;118;613.2;3.2;62;2.58;SI;SI;SI
26.83;93.47;35.46;6.66;4.75;0.88;Mid stage;98;53;78;433.99;3.51;62;5.6;SI;SI;SI
30.24;73.62;55.67;4.71;3.78;0.81;Mid stage;85;52;52;573.2;1.2;62;4.27;SI;SI;SI
22.1;84.41;46.46;6.25;1.6;1.48;Mid stage;92;107;119;605.5;2.5;62;4.82;SI;SI;SI
29.89;82.19;62.96;8.69;1.03;1.1;Mid stage;77;41;100;418.61;2.47;62;5.39;NO;SI;SI
26.65;93.35;17.93;2.21;3.0;1.23;Mid stage;81;108;87;28.82;4.01;62;3.04;SI;SI;SI
18.19;92.01;43.47;0.96;2.57;1.47;Mid stage;104;40;126;157.31;2.16;62;2.7;SI;SI;SI
22.86;65.18;47.33;3.37;3.32;1.14;Mid stage;62;58;43;448.55;4.13;62;4.87;SI;SI;NO
