Temperature_C;Humidity_pct;Soil_moisture_pct;Reference_ET_mm;Evapotranspiration_mm;Crop_Coefficient;Crop_stage;Nitrogen_mg_kg;Phosphorus_mg_kg;Potassium_mg_kg;Solar_Radiation_ghi;Wind_Speed;Days_planted;pH;Irrigation;Fertilization;Energy
24.02;93.16;35.76;4.61;5.25;1.39;Mid stage;108;78;136;429.47;3.51;85;5.93;SI;SI;SI
18.5;90.26;46.43;2.23;6.97;1.23;Mid stage;102;70;66;229.4;3.64;85;2.13;SI;SI;SI
28.78;81.56;43.39;3.31;7.7;1.11;Mid stage;116;82;116;448.85;1.19;85;3.6;SI;SI;SI
25.03;89.45;63.99;2.37;0.94;1.18;Mid stage;67;50;87;668.77;1.2;85;3.91;NO;SI;SI
29.01;67.34;46.36;3.39;4.8;1.0;Mid stage;114;86;101;132.06;2.72;85;3.92;SI;SI;SI
28.47;90.59;26.89;1.08;1.87;1.2;Mid stage;108;93;63;347.35;1.41;85;3.37;SI;SI;SI
29.11;90.36;67.25;1.05;0.62;0.82;Mid stage;105;56;42;681.44;1.95;85;6.69;NO;SI;SI
22.21;68.68;22.09;4.97;8.5;1.48;Mid stage;108;98;91;145.52;1.4;85;5.55;SI;SI;NO
29.21;77.79;39.63;9.23;4.31;1.5;Mid stage;96;60;123;259.4;2.82;85;5.2;SI;SI;SI
25.68;92.54;63.48;4.64;5.81;0.96;Mid stage;114;86;123;644.86;3.59;85;5.81;NO;SI;SI
24.63;83.77;53.18;2.74;5.78;1.05;Mid stage;91;52;131;470.93;2.5;85;5.78;SI;SI;SI
27.45;83.12;43.05;0.46;3.74;1.03;Mid stage;64;44;49;475.31;1.11;85;3.85;SI;SI;SI
18.3;79.59;51.89;9.06;5.65;0.97;Mid stage;65;57;76;432.09;1.17;85;3.24;SI;SI;SI
19.43;69.41;37.39;5.03;3.51;0.88;Mid stage;67;59;122;649.15;1.57;85;4.61;SI;SI;SI
22.09;94.24;35.02;0.54;0.01;1.28;Mid stage;83;86;72;311.88;3.77;85;5.61;SI;SI;SI
31.76;75.66;48.42;2.14;4.32;1.03;Mid stage;112;59;57;268.14;3.93;85;4.21;SI;SI;SI
19.96;70.9;54.75;6.72;7.43;0.94;Mid stage;88;49;45;503.16;1.33;85;6.71;SI;SI;SI
22.63;85.5;66.37;8.64;8.37;1.17;Mid stage;117;48;70;602.01;1.68;85;5.47;NO;SI;SI
18.71;81.27;60.52;1.69;6.67;1.06;Mid stage;62;60;70;68.48;3.52;85;4.52;NO;SI;SI
22.64;71.98;67.72;4.57;6.08;0.87;Mid stage;64;86;93;49.68;1.06;85;2.24;NO;SI;NO
22.48;70.63;18.72;6.01;6.34;1.07;Mid stage;64;46;41;610.9;2.44;85;4.85;SI;SI;NO
31.26;67.51;69.39;1.91;0.12;1.3;Mid stage;86;71;100;707.65;3.58;85;6.1;NO;SI;SI
29.83;62.75;23.62;9.9;0.25;1.21;Mid stage;73;97;113;585.45;3.93;85;4.34;SI;SI;SI
23.36;81.9;16.69;4.5;4.12;1.12;Mid stage;86;59;138;745.79;2.95;85;5.88;SI;SI;SI
18.35;77.7;50.1;2.01;3.82;1.46;Mid stage;104;60;52;718.29;2.64;85;5.35;SI;SI;SI
29.63;68.22;51.06;6.73;1.47;1.32;Mid stage;61;100;97;554.93;3.32;85;4.06;SI;SI;SI
27.25;61.93;68.48;0.7;0.29;1.46;Mid stage;82;53;94;477.84;1.22;85;6.08;NO;SI;NO
20.13;60.66;56.72;4.28;6.44;1.36;Mid stage;114;88;112;276.13;3.29;85;4.94;SI;SI;SI
31.94;85.85;34.77;0.36;4.95;0.91;Mid stage;118;107;78;172.27;2.26;85;5.22;SI;SI;SI
19.4;66.59;46.81;7.28;5.7;0.94;Mid stage;106;46;95;717.45;3.25;85;5.69;SI;SI;SI
30.14;69.33;47.35;2.62;3.3;0.85;Mid stage;68;51;102;83.6;2.28;85;6.07;SI;SI;SI
22.12;60.49;56.39;1.66;8.42;1.08;Mid stage;65;87;130;679.43;2.35;85;5.91;SI;SI;NO
24.09;65.27;45.7;9.03;2.62;1.15;Mid stage;64;55;100;507.51;2.62;85;2.61;SI;SI;NO
29.14;90.61;34.41;5.55;0.87;1.49;Mid stage;72;77;51;122.95;1.71;85;3.35;SI;SI;SI
27.49;68.47;51.53;4.93;7.68;1.43;Mid stage;78;90;89;247.73;2.48;85;3.12;SI;SI;NO
31.13;93.39;25.93;0.83;1.91;0.95;Mid stage;106;68;108;41.42;3.26;85;2.92;SI;SI;SI
26.7;65.75;32.27;5.18;8.07;1.08;Mid stage;93;73;45;585.64;3.04;85;3.31;SI;SI;NO
19.37;68.86;16.16;0.67;2.8;1.16;Mid stage;62;85;85;481.5;3.27;85;4.79;SI;SI;SI
30.38;90.37;59.34;4.47;3.99;1.2;Mid stage;89;109;73;580.7;3.15;85;4.75;SI;SI;SI
28.77;74.93;16.12;9.76;3.91;0.97;Mid stage;107;106;128;728.33;4.18;85;3.99;SI;SI;SI
27.97;69.37;29.33;6.23;1.48;1.0;Mid stage;85;103;116;152.33;2.51;85;6.54;SI;NO;NO
18.75;84.25;65.69;9.93;4.6;1.23;Mid stage;94;72;133;487.86;3.27;85;2.31;NO;SI;SI
23.55;61.79;44.45;0.99;4.78;1.04;Mid stage;118;63;104;299.96;2.43;85;2.61;SI;SI;NO
20.34;91.17;24.64;8.35;8.72;1.3;Mid stage;81;54;131;254.4;4.04;85;4.7;SI;SI;SI
29.51;89.45;69.59;6.03;3.8;1.01;Mid stage;68;109;109;381.26;2.8;85;5.46;NO;SI;SI
27.81;63.0;63.08;7.2;7.51;0.95;Mid stage;77;91;85;338.65;3.05;85;3.17;NO;SI;NO
30.36;87.95;15.95;2.45;2.77;1.18;Mid stage;86;79;122;401.15;4.0;85;4.48;SI;SI;SI
31.53;93.64;25.36;1.01;2.59;0.87;Mid stage;116;49;90;638.79;1.71;85;5.71;SI;SI;SI
28.85;77.22;49.25;9.46;5.44;1.45;Mid stage;96;74;74;7.57;2.22;85;5.86;SI;SI;SI
31.92;79.89;23.53;8.66;0.7;0.96;Mid stage;103;91;103;100.16;1.71;85;4.96;SI;SI;SI
26.61;83.79;43.16;2.9;2.96;1.12;Mid stage;89;103;57;708.77;1.4;85;3.95;SI;SI;SI
18.52;69.34;21.62;2.15;6.63;1.3;Mid stage;71;97;53;412.11;1.53;85;3.87;SI;SI;SI
18.2;82.74;51.02;1.01;9.61;1.22;Mid stage;92;67;125;300.69;1.93;85;6.84;SI;SI;SI
22.79;76.62;42.81;8.9;6.71;1.0;Mid stage;83;97;114;41.63;2.4;85;3.08;SI;SI;NO
29.53;74.19;68.23;0.93;0.82;1.46;Mid stage;79;77;107;370.38;3.4;85;2.84;NO;SI;SI
30.13;91.6;19.76;4.46;2.55;1.12;Mid stage;60;87;57;593.26;2.67;85;3.38;SI;SI;SI
31.45;87.93;42.78;2.83;4.7;1.28;Mid stage;81;102;90;48.32;1.63;85;5.76;SI;SI;SI
18.91;92.71;30.08;9.8;2.71;0.9;Mid stage;88;84;139;332.74;3.39;85;6.65;SI;NO;SI
18.62;89.28;47.54;4.11;2.71;0.98;Mid stage;93;59;116;120.59;2.83;85;2.67;SI;SI;SI
30.79;61.46;23.79;3.29;4.53;0.91;Mid stage;114;44;88;664.11;3.01;85;3.74;SI;SI;SI
22.27;81.23;65.67;3.32;3.86;1.23;Mid stage;103;48;106;181.42;1.92;85;5.8;NO;SI;SI
25.81;84.42;37.4;9.71;7.49;0.86;Mid stage;78;88;57;431.72;1.09;85;5.36;SI;SI;SI
31.75;83.27;37.04;1.95;5.12;1.1;Mid stage;60;87;68;717.38;4.09;85;4.82;SI;SI;SI
23.61;69.52;57.61;9.16;1.07;1.09;Mid stage;98;80;56;322.92;1.16;85;6.34;SI;SI;NO
27.32;74.9;64.64;5.26;0.88;0.93;Mid stage;78;50;44;22.58;1.21;85;2.94;NO;SI;NO
23.61;61.37;40.65;2.88;2.6;0.93;Mid stage;110;74;72;179.02;2.46;85;2.42;SI;SI;NO
28.75;63.29;56.74;6.43;0.21;1.03;Mid stage;86;98;89;83.32;1.04;85;6.28;SI;SI;SI
25.39;79.62;20.35;3.08;7.81;1.16;Mid stage;73;94;121;385.76;1.0;85;5.62;SI;SI;NO
21.33;80.38;26.64;5.67;6.74;1.23;Mid stage;111;85;111;601.17;4.1;85;5.6;SI;SI;SI
21.8;67.04;52.19;6.75;4.44;1.3;Mid stage;63;52;58;615.6;1.45;85;4.62;SI;SI;NO
21.61;75.69;65.75;6.42;7.9;1.37;Mid stage;61;102;96;676.43;1.25;85;6.17;NO;SI;NO
25.45;76.52;18.8;8.98;4.17;1.08;Mid stage;99;42;110;650.1;3.04;85;3.29;SI;SI;NO
27.84;60.4;19.79;6.81;2.48;1.09;Mid stage;83;70;106;413.34;2.3;85;2.64;SI;SI;NO
31.29;64.99;68.56;2.43;6.5;1.19;Mid stage;104;87;96;553.27;1.99;85;5.5;NO;SI;SI
27.72;81.85;17.29;3.25;2.38;1.36;Mid stage;91;54;122;640.97;3.97;85;3.04;SI;SI;SI
28.94;94.75;14.49;4.43;2.92;1.2;Mid stage;67;44;96;89.84;3.71;85;5.29;SI;SI;SI
20.36;82.76;42.84;8.47;8.37;0.91;Mid stage;90;69;56;733.49;2.64;85;2.74;SI;SI;SI
23.24;64.21;25.02;9.95;5.6;0.9;Mid stage;114;91;63;716.35;2.51;85;6.27;SI;SI;NO
23.79;88.75;29.26;2.8;6.88;0.85;Mid stage;88;56;65;543.86;2.96;85;2.36;SI;SI;SI
27.61;75.1;47.84;1.09;4.81;0.8;Mid stage;114;45;94;518.46;2.01;85;4.7;SI;SI;NO
22.14;62.93;32.37;5.41;5.32;1.33;Mid stage;108;101;84;328.49;1.72;85;5.54;SI;SI;NO
22.25;80.99;69.75;1.46;6.9;0.91;Mid stage;68;69;127;312.6;2.32;85;5.98;NO;SI;SI
22.98;67.98;25.24;6.22;8.52;0.84;Mid stage;86;49;123;350.8;1.79;85;5.21;SI;SI;NO
29.34;74.59;62.19;5.05;6.39;1.29;Mid stage;65;44;84;76.73;2.44;85;4.47;NO;SI;SI
26.09;71.14;62.76;5.52;2.63;1.08;Mid stage;65;54;71;36.72;2.68;85;3.1;NO;SI;NO
19.05;82.5;37.38;6.36;3.22;1.34;Mid stage;113;72;134;398.41;3.15;85;6.22;SI;NO;SI
19.1;75.09;69.85;1.02;6.96;1.26;Mid stage;95;64;105;187.84;3.66;85;5.74;NO;SI;SI
23.2;63.64;28.4;5.2;3.1;1.1;Mid stage;86;75;137;539.66;1.03;85;2.85;SI;SI;NO
28.73;67.55;17.28;2.53;7.92;1.49;Mid stage;111;88;64;183.15;1.38;85;6.8;SI;SI;SI
27.64;77.52;44.9;7.38;6.06;0.87;Mid stage;112;56;126;543.11;2.4;85;2.59;SI;SI;NO
27.91;87.62;12.43;2.95;2.14;0.83;Mid stage;97;51;73;179.45;3.55;90;5.43;SI;SI;SI
28.74;60.34;39.5;1.01;3.93;1.03;Mid stage;76;92;123;496.76;2.12;90;6.04;SI;SI;SI
22.02;81.43;60.54;5.25;2.71;1.47;Mid stage;117;94;70;749.3;2.91;90;5.84;NO;SI;SI
25.68;64.06;36.34;8.63;6.44;0.81;Mid stage;113;96;130;493.99;2.28;90;3.92;SI;SI;NO
25.61;81.14;23.83;5.5;4.96;0.84;Mid stage;95;62;74;173.66;1.15;90;5.68;SI;SI;SI
28.35;89.29;26.83;8.06;2.05;1.43;Mid stage;100;80;124;64.26;2.65;90;4.31;SI;SI;SI
31.4;68.0;65.0;1.64;1.62;1.42;Mid stage;72;56;121;49.4;1.13;90;5.08;NO;SI;SI
21.89;77.34;50.41;2.4;8.52;1.38;Mid stage;88;52;56;696.11;3.22;90;3.18;SI;SI;NO
29.11;87.09;21.36;9.48;5.88;1.28;Mid stage;65;79;87;489.98;3.72;90;5.23;SI;SI;SI
27.24;66.15;38.87;1.37;0.4;1.45;Mid stage;62;62;98;665.62;1.89;90;3.35;SI;SI;NO
26.12;65.34;47.65;3.25;2.67;1.25;Mid stage;110;103;131;405.93;2.2;90;2.73;SI;SI;NO
28.85;91.68;41.3;4.08;1.65;1.03;Mid stage;80;107;129;240.51;2.74;90;3.85;SI;SI;SI
31.22;84.31;57.54;1.0;8.62;1.45;Mid stage;116;92;74;334.67;2.74;90;5.44;SI;SI;SI
18.51;85.78;12.37;1.58;2.76;0.9;Mid stage;74;57;139;72.01;2.73;90;2.38;SI;SI;SI
20.06;89.54;28.3;6.79;5.48;1.35;Mid stage;77;62;46;154.49;1.01;90;4.71;SI;SI;SI
28.59;78.88;45.33;2.24;4.68;0.81;Mid stage;86;86;70;242.83;1.98;90;6.14;SI;SI;SI
19.17;77.09;43.26;3.18;8.16;1.06;Mid stage;112;71;96;210.83;2.79;90;6.01;SI;SI;SI
25.23;79.47;18.04;4.9;5.51;1.48;Mid stage;64;89;121;75.97;2.09;90;6.26;SI;NO;NO
21.08;85.1;22.16;6.02;2.94;0.88;Mid stage;106;69;117;506.71;2.95;90;2.46;SI;SI;SI
21.84;73.68;55.67;1.94;1.58;1.24;Mid stage;68;49;88;512.32;2.89;90;3.19;SI;SI;NO
27.83;63.33;43.02;6.55;7.04;1.43;Mid stage;68;92;92;110.15;2.57;90;6.42;SI;SI;NO
18.42;64.75;49.12;6.68;3.51;0.97;Mid stage;79;41;42;415.07;1.23;90;6.56;SI;SI;SI
30.23;94.09;59.37;4.5;7.53;0.94;Mid stage;75;61;66;175.47;3.31;90;3.4;SI;SI;SI
24.22;61.81;45.86;2.22;4.76;1.35;Mid stage;79;73;95;368.87;1.62;90;4.65;SI;SI;NO
25.03;84.91;30.21;3.68;8.55;0.92;Mid stage;110;51;64;355.85;3.95;90;2.24;SI;SI;SI
25.56;93.03;42.35;1.09;3.99;1.41;Mid stage;114;109;68;20.48;3.81;90;6.8;SI;SI;SI
27.04;64.52;19.56;8.2;3.16;1.25;Mid stage;78;82;112;192.27;2.25;90;2.6;SI;SI;NO
22.83;85.28;27.78;1.71;6.63;1.41;Mid stage;85;91;116;549.25;1.85;90;5.53;SI;SI;SI
19.42;70.59;50.0;3.66;1.66;1.49;Mid stage;97;53;77;151.45;1.78;90;3.68;SI;SI;SI
22.46;68.29;14.38;1.02;5.77;1.27;Mid stage;74;78;109;730.62;2.96;90;3.48;SI;SI;NO
20.35;89.84;12.05;2.07;5.45;1.42;Mid stage;84;87;41;709.07;1.45;90;4.33;SI;SI;SI
25.79;91.83;63.45;5.76;6.53;1.28;Mid stage;65;54;80;308.67;1.55;90;3.37;NO;SI;SI
22.45;72.15;67.93;1.65;0.7;0.84;Mid stage;110;71;122;90.88;3.39;90;2.36;NO;SI;NO
31.41;82.14;64.53;1.04;0.12;0.84;Mid stage;69;101;82;458.7;1.88;90;5.83;NO;SI;SI
31.52;66.16;24.5;9.03;7.95;0.94;Mid stage;87;106;125;204.13;1.03;90;6.56;SI;NO;SI
26.68;87.64;55.77;3.45;8.26;1.21;Mid stage;86;85;104;510.01;1.64;90;5.55;SI;SI;SI
26.64;90.84;38.48;8.27;6.71;1.13;Mid stage;75;82;120;115.73;2.0;90;5.36;SI;SI;SI
31.8;71.15;16.12;6.25;8.24;1.26;Mid stage;95;62;81;172.26;2.16;90;3.54;SI;SI;SI
30.42;82.85;58.11;2.45;5.81;1.02;Mid stage;73;67;79;652.04;4.07;90;5.58;SI;SI;SI
28.71;90.67;58.87;0.15;5.11;0.83;Mid stage;70;51;135;700.57;1.1;90;6.08;SI;SI;SI
22.39;60.54;53.88;2.75;6.48;1.08;Mid stage;71;94;128;636.4;3.98;90;3.55;SI;SI;NO
23.12;89.95;69.8;6.92;2.0;0.97;Mid stage;95;69;67;126.28;2.96;90;2.95;NO;SI;SI
20.82;80.02;69.54;1.05;2.72;1.04;Mid stage;74;77;117;39.22;2.64;90;4.92;NO;SI;SI
24.82;74.49;22.41;8.55;7.5;1.46;Mid stage;110;92;68;156.08;2.2;90;2.16;SI;SI;NO
31.87;78.29;58.13;9.94;8.24;1.46;Mid stage;60;72;98;312.17;2.78;90;6.62;SI;SI;SI
30.77;88.84;50.27;2.14;5.29;1.02;Mid stage;69;86;137;711.81;1.98;90;4.39;SI;SI;SI
19.66;85.27;54.14;1.01;7.97;1.0;Mid stage;110;99;105;638.85;3.35;90;2.86;SI;SI;SI
18.35;77.54;69.47;9.41;7.47;0.93;Mid stage;105;46;62;611.24;1.35;90;6.31;NO;SI;SI
30.58;77.07;60.52;1.04;1.54;1.45;Mid stage;61;65;117;225.73;1.8;90;4.51;NO;SI;SI
25.52;91.47;34.71;1.56;9.4;0.96;Mid stage;64;71;54;150.85;1.51;90;3.68;SI;SI;SI
20.8;68.13;66.37;3.98;9.68;1.09;Mid stage;85;53;129;240.22;3.36;90;2.15;NO;SI;SI
27.43;63.35;62.76;3.81;7.22;1.29;Mid stage;87;91;72;536.86;4.1;90;5.31;NO;SI;NO
27.02;83.75;52.96;3.64;5.63;1.32;Mid stage;113;64;110;683.51;2.49;90;4.06;SI;SI;SI
19.71;84.58;66.34;8.11;2.02;1.49;Mid stage;113;98;57;21.26;3.91;90;5.8;NO;SI;SI
21.63;79.89;38.81;9.24;3.88;0.9;Mid stage;96;62;79;335.56;1.1;90;4.31;SI;SI;NO
18.84;69.19;53.37;6.28;5.19;1.08;Mid stage;79;68;44;298.73;3.06;90;3.97;SI;SI;SI
20.94;70.36;12.24;6.01;6.29;1.2;Mid stage;73;92;66;626.09;2.38;90;5.72;SI;SI;SI
19.85;81.6;44.98;2.88;3.23;1.37;Mid stage;84;65;134;642.37;3.45;90;2.55;SI;SI;SI
20.71;69.55;53.97;9.94;3.24;1.04;Mid stage;109;60;48;545.66;3.53;90;6.72;SI;SI;SI
27.6;77.49;34.22;6.22;3.53;1.43;Mid stage;107;107;54;441.06;2.6;90;4.01;SI;SI;NO
18.69;71.62;62.34;4.53;0.15;1.47;Mid stage;80;53;96;82.77;3.6;90;3.04;NO;SI;SI
19.43;77.87;40.13;6.16;3.87;1.48;Mid stage;60;40;130;272.61;3.37;90;5.62;SI;SI;SI
19.88;68.03;28.39;1.16;5.59;0.89;Mid stage;92;58;57;212.73;3.05;90;5.05;SI;SI;SI
22.43;66.93;43.87;1.23;4.15;0.92;Mid stage;100;81;124;309.7;2.66;90;4.22;SI;SI;NO
22.18;85.69;64.52;1.02;0.26;1.02;Mid stage;90;40;68;585.99;3.23;90;2.27;NO;SI;SI
21.57;73.5;51.58;2.41;4.04;1.09;Mid stage;94;73;83;465.53;2.6;90;5.02;SI;SI;NO
28.51;68.14;67.11;2.98;8.63;1.5;Mid stage;97;70;43;669.74;2.54;90;4.77;NO;SI;SI
31.97;90.04;37.96;6.13;3.48;1.34;Mid stage;96;43;104;255.65;4.11;90;6.44;SI;NO;SI
25.48;74.06;50.19;0.54;5.56;1.25;Mid stage;101;75;52;135.08;1.26;94;3.93;SI;SI;NO
31.22;64.06;48.45;6.12;0.84;1.3;Mid stage;106;66;123;589.84;2.12;94;4.92;SI;SI;SI
23.55;84.78;25.87;4.03;4.49;1.05;Mid stage;96;84;102;149.45;2.62;94;4.45;SI;SI;SI
19.49;69.8;55.19;4.46;2.22;1.25;Mid stage;94;86;95;479.78;4.11;94;5.9;SI;SI;SI
23.72;79.78;15.94;0.19;4.01;0.83;Mid stage;76;43;103;690.71;2.35;94;2.84;SI;SI;NO
22.15;81.83;45.36;5.47;1.94;0.99;Mid stage;96;99;98;467.86;2.69;94;5.71;SI;SI;SI
24.91;93.69;22.33;0.47;8.17;1.49;Mid stage;115;104;124;631.54;4.07;94;5.41;SI;SI;SI
27.2;66.69;22.92;1.03;8.38;1.19;Mid stage;65;41;49;430.29;1.25;94;4.92;SI;SI;NO
24.45;69.95;68.83;1.44;4.81;1.33;Mid stage;85;47;80;561.71;1.94;94;3.78;NO;SI;NO
31.09;92.63;34.3;0.68;6.73;1.23;Mid stage;116;71;89;439.84;2.03;94;5.25;SI;SI;SI
30.39;85.14;42.14;1.06;3.96;1.33;Mid stage;109;107;107;404.7;2.29;94;4.49;SI;SI;SI
27.83;75.73;50.58;1.09;7.43;1.15;Mid stage;61;94;135;633.91;4.11;94;6.49;SI;NO;NO
24.86;85.72;40.9;7.94;5.32;1.5;Mid stage;82;48;53;85.88;1.14;94;2.64;SI;SI;SI
19.84;74.47;54.1;9.52;2.82;1.45;Mid stage;83;40;127;129.52;2.43;94;6.44;SI;NO;SI
23.56;74.35;13.51;3.66;2.4;1.4;Mid stage;72;63;58;140.68;3.91;94;2.44;SI;SI;NO
27.86;65.47;51.25;6.27;7.92;0.85;Mid stage;68;64;100;294.14;2.07;94;2.28;SI;SI;NO
21.99;78.27;30.82;9.95;5.36;0.81;Mid stage;117;77;111;572.12;2.06;94;4.97;SI;SI;NO
19.46;69.19;63.0;3.71;2.69;1.06;Mid stage;96;84;84;423.36;1.8;94;4.11;NO;SI;SI
30.71;82.18;20.32;2.74;1.04;1.18;Mid stage;82;54;88;354.11;4.19;94;6.65;SI;SI;SI
27.93;73.95;13.78;7.54;5.0;1.02;Mid stage;102;101;83;408.5;2.38;94;2.02;SI;SI;NO
26.61;89.88;15.54;6.22;0.63;1.28;Mid stage;109;71;126;598.79;2.65;94;5.12;SI;SI;SI
29.09;87.0;42.29;5.32;5.59;0.94;Mid stage;88;49;95;296.03;3.64;94;4.6;SI;SI;SI
29.7;65.18;24.48;0.61;1.59;1.09;Mid stage;66;54;83;201.04;4.1;94;5.48;SI;SI;SI
24.77;80.69;55.68;1.02;8.01;1.31;Mid stage;74;71;92;718.94;4.18;94;6.09;SI;SI;SI
30.34;84.98;15.22;1.01;3.92;1.06;Mid stage;107;69;93;588.19;2.49;94;2.28;SI;SI;SI
30.83;78.01;25.62;8.25;6.59;1.49;Mid stage;111;90;62;634.15;3.06;94;6.28;SI;SI;SI
21.8;63.99;60.15;6.4;6.4;1.16;Mid stage;88;53;106;583.39;1.45;94;6.09;NO;SI;NO
26.51;77.61;14.65;4.4;4.26;1.36;Mid stage;113;59;94;35.13;1.69;94;5.51;SI;SI;NO
25.37;75.15;57.68;5.9;3.47;1.19;Mid stage;73;88;109;623.54;2.49;94;2.29;SI;SI;NO
25.53;71.4;18.48;7.15;4.97;1.27;Mid stage;94;70;119;547.86;1.56;94;5.03;SI;SI;NO
31.13;80.39;60.88;3.03;0.29;1.25;Mid stage;113;55;47;575.81;3.1;94;5.25;NO;SI;SI
22.27;71.37;57.47;8.38;0.22;0.83;Mid stage;66;80;137;694.83;2.41;94;6.13;SI;SI;NO
31.77;68.24;24.69;0.1;8.17;1.35;Mid stage;90;51;130;76.42;2.77;94;3.36;SI;SI;SI
30.63;85.76;35.31;9.78;7.24;0.96;Mid stage;70;104;62;305.03;1.72;94;6.72;SI;SI;SI
24.42;67.47;38.56;8.31;0.3;1.01;Mid stage;60;104;74;702.24;2.55;94;6.64;SI;SI;NO
29.44;88.19;34.84;0.58;2.62;0.89;Mid stage;116;79;132;98.76;1.14;94;3.97;SI;SI;SI
28.77;94.27;24.24;5.34;6.8;1.14;Mid stage;67;98;44;396.06;1.91;94;3.85;SI;SI;SI
27.49;75.44;25.12;8.2;6.95;1.11;Mid stage;62;87;95;232.31;1.45;94;6.08;SI;SI;NO
22.48;88.43;52.06;8.5;6.47;1.01;Mid stage;86;45;113;746.29;2.77;94;3.31;SI;SI;SI
20.75;65.89;20.79;1.43;7.66;1.49;Mid stage;76;108;120;14.26;2.5;94;2.26;SI;SI;SI
27.4;87.91;28.36;0.43;4.03;1.44;Mid stage;97;80;100;690.14;3.22;94;3.22;SI;SI;SI
29.8;93.69;15.66;5.26;8.8;0.87;Mid stage;62;66;66;323.98;4.05;94;6.08;SI;SI;SI
18.23;78.1;24.65;0.95;5.59;1.32;Mid stage;105;58;77;463.78;3.41;94;6.45;SI;SI;SI
27.0;68.95;14.19;0.24;2.89;1.04;Mid stage;91;49;85;667.9;4.15;94;5.14;SI;SI;NO
24.2;65.63;52.5;1.59;8.36;1.26;Mid stage;112;97;108;309.5;3.51;94;3.32;SI;SI;NO
30.57;92.08;35.46;1.03;7.24;1.41;Mid stage;63;41;51;664.2;2.41;94;3.53;SI;SI;SI
22.5;71.36;33.91;9.8;0.15;1.31;Mid stage;97;95;101;498.72;1.81;94;2.56;SI;SI;NO
24.64;77.4;40.17;2.96;6.96;0.81;Mid stage;61;86;58;168.78;1.27;94;2.75;SI;SI;NO
25.21;75.17;27.16;9.24;2.29;1.42;Mid stage;107;99;136;97.3;3.85;94;4.56;SI;SI;NO
19.97;75.23;32.9;8.33;2.6;1.22;Mid stage;97;83;127;455.78;2.77;94;6.11;SI;SI;SI
27.98;86.78;46.28;1.09;8.85;1.4;Mid stage;118;96;56;569.22;3.5;94;4.16;SI;SI;SI
29.63;92.73;25.02;0.18;1.04;1.46;Mid stage;73;92;53;81.41;2.61;94;3.93;SI;SI;SI
18.81;82.29;38.79;9.87;6.7;1.34;Mid stage;65;109;43;297.37;1.33;94;3.92;SI;SI;SI
22.08;93.5;45.35;6.36;0.67;1.15;Mid stage;78;67;52;470.46;2.18;94;2.54;SI;SI;SI
18.53;66.67;20.01;7.41;1.89;0.9;Mid stage;107;69;89;96.79;1.1;94;4.81;SI;SI;SI
31.39;79.74;29.8;7.36;7.94;1.35;Mid stage;93;82;111;703.28;3.65;94;6.34;SI;NO;SI
27.34;83.99;44.03;0.1;8.11;1.16;Mid stage;83;65;132;352.47;3.33;94;3.92;SI;SI;SI
31.5;85.02;35.27;2.51;6.45;1.44;Mid stage;112;93;66;399.76;4.16;94;6.26;SI;SI;SI
25.44;86.45;53.53;1.9;1.31;1.46;Mid stage;94;77;131;122.49;1.13;94;4.51;SI;SI;SI
29.23;71.66;25.42;5.65;6.4;0.86;Mid stage;102;60;48;363.26;3.52;94;3.44;SI;SI;SI
23.24;90.88;39.3;1.05;5.57;1.28;Mid stage;61;95;69;245.68;2.93;94;4.43;SI;SI;SI
22.95;64.61;59.62;3.07;3.42;1.25;Mid stage;110;105;97;14.98;1.96;94;6.38;SI;SI;NO
23.3;69.75;20.28;8.77;5.85;1.15;Mid stage;107;54;99;429.24;1.68;94;2.88;SI;SI;NO
27.21;76.4;63.91;3.53;6.0;0.97;Mid stage;90;70;88;225.92;2.1;94;3.57;NO;SI;NO
23.03;80.72;37.94;2.81;5.51;1.01;Mid stage;80;108;55;459.36;3.58;94;5.83;SI;SI;SI
30.61;70.33;39.83;7.53;1.82;1.22;Mid stage;84;96;137;674.58;3.96;94;2.6;SI;SI;SI
31.77;91.77;48.88;8.49;2.78;1.45;Mid stage;75;61;46;269.79;2.21;94;6.82;SI;SI;SI
18.43;75.81;43.43;1.54;7.87;1.46;Mid stage;60;109;111;567.24;2.79;94;5.38;SI;SI;SI
20.71;63.51;59.75;6.42;7.52;1.29;Mid stage;79;101;111;609.99;3.49;94;2.58;SI;SI;SI
19.57;88.67;22.83;5.84;3.04;0.8;Mid stage;64;90;76;85.96;2.9;94;6.54;SI;SI;SI
18.59;93.79;19.53;4.29;0.89;0.93;Mid stage;68;72;60;617.2;3.46;94;5.09;SI;SI;SI
21.19;72.12;27.28;8.64;8.52;0.82;Mid stage;62;90;80;176.19;3.32;94;6.62;SI;SI;NO
24.26;79.41;69.87;3.92;6.41;0.88;Mid stage;87;105;88;642.1;1.83;94;6.29;NO;SI;NO
29.72;80.41;17.73;5.99;0.19;1.04;Mid stage;61;73;124;436.76;1.75;94;6.8;SI;NO;SI
21.11;88.06;42.77;4.71;2.09;0.97;Mid stage;95;102;73;67.89;1.54;94;5.62;SI;SI;SI
24.92;65.31;56.86;4.93;4.3;1.3;Mid stage;88;65;75;162.23;2.73;94;2.74;SI;SI;NO
